   0.0000000e+00   5.7108696e-01   1.0000000e+00   1.1218537e+00   1.0000000e+00   1.9738536e+00   1.0000000e+00
   2.4543693e-02   1.0364435e+00   1.0000000e+00  -2.1319351e-01   1.0000000e+00   2.5855812e+00   1.0000000e+00
   4.9087385e-02   1.7816306e+00   1.0000000e+00   1.2944377e+00   1.0000000e+00   2.6365617e+00   1.0000000e+00
   7.3631078e-02   2.0838686e-01   1.0000000e+00   2.4746679e+00   1.0000000e+00   1.9327074e+00   1.0000000e+00
   9.8174770e-02   2.0313151e+00   1.0000000e+00   1.0076822e+00   1.0000000e+00  -3.2132745e-01   1.0000000e+00
   1.2271846e-01   1.8278828e+00   1.0000000e+00   1.5181888e+00   1.0000000e+00   1.1702684e+00   1.0000000e+00
   1.4726216e-01   1.1135073e+00   1.0000000e+00   1.9234309e-01   1.0000000e+00  -2.2125395e-01   1.0000000e+00
   1.7180585e-01   1.3786584e+00   1.0000000e+00   2.6966335e+00   1.0000000e+00   2.4205182e+00   1.0000000e+00
   1.9634954e-01   5.8818925e-01   1.0000000e+00   1.6207829e+00   1.0000000e+00   2.9590286e+00   1.0000000e+00
   2.2089323e-01   3.9057706e-01   1.0000000e+00   8.2504900e-01   1.0000000e+00  -7.5430482e-01   1.0000000e+00
   2.4543693e-01   8.8946692e-01   1.0000000e+00  -3.9584447e-01   1.0000000e+00   2.1136767e+00   1.0000000e+00
   2.6998062e-01   2.3384475e+00   1.0000000e+00   6.2230891e-01   1.0000000e+00   9.6712074e-01   1.0000000e+00
   2.9452431e-01   1.1027673e+00   1.0000000e+00   3.1530218e-01   1.0000000e+00   8.6452550e-01   1.0000000e+00
   3.1906800e-01   9.2422212e-01   1.0000000e+00   8.8328738e-01   1.0000000e+00   4.8674347e-01   1.0000000e+00
   3.4361170e-01   4.3076379e-01   1.0000000e+00   1.7568393e+00   1.0000000e+00   2.6734601e+00   1.0000000e+00
   3.6815539e-01   3.1161928e-01   1.0000000e+00   2.2744190e+00   1.0000000e+00   1.8282677e+00   1.0000000e+00
   3.9269908e-01   1.5030936e+00   1.0000000e+00   1.6366052e+00   1.0000000e+00   1.3621053e+00   1.0000000e+00
   4.1724277e-01   2.5580104e+00   1.0000000e+00   1.6014848e+00   1.0000000e+00   1.9350181e+00   1.0000000e+00
   4.4178647e-01   2.7869676e+00   1.0000000e+00   1.9301004e+00   1.0000000e+00   2.5687054e+00   1.0000000e+00
   4.6633016e-01   2.1543127e+00   1.0000000e+00   4.2473354e+00   1.0000000e+00   7.2461574e-01   1.0000000e+00
   4.9087385e-01   1.3247046e+00   1.0000000e+00   1.9664572e+00   1.0000000e+00   8.3906277e-01   1.0000000e+00
   5.1541754e-01   1.3067334e+00   1.0000000e+00   1.8151083e+00   1.0000000e+00   2.3628397e+00   1.0000000e+00
   5.3996124e-01   2.0815737e+00   1.0000000e+00   3.2937754e+00   1.0000000e+00   3.3016133e+00   1.0000000e+00
   5.6450493e-01   2.6960156e+00   1.0000000e+00   1.8481247e+00   1.0000000e+00   3.0087558e+00   1.0000000e+00
   5.8904862e-01   2.7765167e+00   1.0000000e+00   1.1292892e+00   1.0000000e+00   1.6866695e+00   1.0000000e+00
   6.1359232e-01  -2.7186929e-01   1.0000000e+00   2.7789482e+00   1.0000000e+00   5.1528497e-01   1.0000000e+00
   6.3813601e-01   1.8464844e+00   1.0000000e+00   1.5350588e+00   1.0000000e+00  -4.4985643e-01   1.0000000e+00
   6.6267970e-01   9.7320305e-01   1.0000000e+00   2.1420856e+00   1.0000000e+00   1.0134206e+00   1.0000000e+00
   6.8722339e-01   1.5169384e+00   1.0000000e+00   2.8644378e+00   1.0000000e+00   3.1177550e+00   1.0000000e+00
   7.1176709e-01   3.7728161e+00   1.0000000e+00   2.8455370e+00   1.0000000e+00   1.4884611e+00   1.0000000e+00
   7.3631078e-01   1.3106873e+00   1.0000000e+00   4.8488347e-01   1.0000000e+00   2.3719491e+00   1.0000000e+00
   7.6085447e-01   4.5630669e-01   1.0000000e+00  -2.2194778e-01   1.0000000e+00   2.3528834e+00   1.0000000e+00
   7.8539816e-01   2.3703072e+00   1.0000000e+00   1.4915799e+00   1.0000000e+00  -9.4831769e-03   1.0000000e+00
   8.0994186e-01   2.1232997e+00   1.0000000e+00   3.8996806e+00   1.0000000e+00   3.4988503e+00   1.0000000e+00
   8.3448555e-01   1.8880738e+00   1.0000000e+00   2.5387015e+00   1.0000000e+00   4.3283337e+00   1.0000000e+00
   8.5902924e-01   3.2403260e+00   1.0000000e+00   2.2091150e+00   1.0000000e+00   2.3219710e+00   1.0000000e+00
   8.8357293e-01   2.9856572e+00   1.0000000e+00   2.2636405e+00   1.0000000e+00   3.4181127e+00   1.0000000e+00
   9.0811663e-01   2.8555650e+00   1.0000000e+00   3.5178127e+00   1.0000000e+00   1.7223143e+00   1.0000000e+00
   9.3266032e-01   2.2643069e+00   1.0000000e+00   2.8717445e+00   1.0000000e+00   3.1374059e+00   1.0000000e+00
   9.5720401e-01   2.9545029e+00   1.0000000e+00   3.0802110e+00   1.0000000e+00   4.7276214e+00   1.0000000e+00
   9.8174770e-01   2.3778098e+00   1.0000000e+00   5.7861518e-01   1.0000000e+00   3.9808424e+00   1.0000000e+00
   1.0062914e+00   2.9215156e+00   1.0000000e+00   2.5614027e+00   1.0000000e+00   2.0354960e+00   1.0000000e+00
   1.0308351e+00   3.3800054e+00   1.0000000e+00   2.8225941e+00   1.0000000e+00   1.7837927e+00   1.0000000e+00
   1.0553788e+00   3.2127205e+00   1.0000000e+00   2.0130359e+00   1.0000000e+00   2.9261780e+00   1.0000000e+00
   1.0799225e+00   2.2716242e+00   1.0000000e+00   2.9215018e+00   1.0000000e+00   2.7074321e+00   1.0000000e+00
   1.1044662e+00   2.4805995e+00   1.0000000e+00   2.4152959e+00   1.0000000e+00   2.9548772e+00   1.0000000e+00
   1.1290099e+00   2.0524351e+00   1.0000000e+00   3.9624947e+00   1.0000000e+00   4.3637020e+00   1.0000000e+00
   1.1535536e+00   4.1667200e+00   1.0000000e+00   2.5986232e+00   1.0000000e+00   3.3905740e+00   1.0000000e+00
   1.1780972e+00   3.2221339e+00   1.0000000e+00   4.5528673e+00   1.0000000e+00   4.9122110e+00   1.0000000e+00
