
***** Phase 1 differential defect constraints *****
LOWER		G(X)		UPPER		SCALING
0.000000e+00	-2.220446e-16	0.000000e+00	1.000000e-01 ***
0.000000e+00	-1.378618e-09	0.000000e+00	1.000000e-01 ***
0.000000e+00	-1.640152e-09	0.000000e+00	1.000000e-01 ***
0.000000e+00	-1.736978e-09	0.000000e+00	1.000000e-01 ***
0.000000e+00	-1.781225e-09	0.000000e+00	1.000000e-01 ***
0.000000e+00	-1.804249e-09	0.000000e+00	1.000000e-01 ***
0.000000e+00	-1.812034e-09	0.000000e+00	1.000000e-01 ***
0.000000e+00	-1.810017e-09	0.000000e+00	1.000000e-01 ***
0.000000e+00	-1.793536e-09	0.000000e+00	1.000000e-01 ***
0.000000e+00	-1.757803e-09	0.000000e+00	1.000000e-01 ***
0.000000e+00	-1.668368e-09	0.000000e+00	1.000000e-01 ***
0.000000e+00	-1.369534e-09	0.000000e+00	1.000000e-01 ***
0.000000e+00	-4.440892e-17	0.000000e+00	1.000000e-01 ***
0.000000e+00	-2.220446e-17	0.000000e+00	1.000000e-01 ***
0.000000e+00	6.661338e-17	0.000000e+00	1.000000e-01 ***
0.000000e+00	-6.661338e-17	0.000000e+00	1.000000e-01 ***
0.000000e+00	-8.326673e-17	0.000000e+00	1.000000e-01 ***
0.000000e+00	-1.970646e-16	0.000000e+00	1.000000e-01 ***
0.000000e+00	1.110223e-16	0.000000e+00	1.000000e-01 ***
0.000000e+00	7.771561e-17	0.000000e+00	1.000000e-01 ***
0.000000e+00	8.881784e-17	0.000000e+00	1.000000e-01 ***
0.000000e+00	-2.220446e-17	0.000000e+00	1.000000e-01 ***
0.000000e+00	0.000000e+00	0.000000e+00	1.000000e-01
0.000000e+00	1.110223e-16	0.000000e+00	1.000000e-01 ***
0.000000e+00	1.776357e-16	0.000000e+00	1.000000e-01 ***
0.000000e+00	3.459495e-10	0.000000e+00	1.000000e-01 ***
0.000000e+00	9.627675e-10	0.000000e+00	1.000000e-01 ***
0.000000e+00	9.117287e-10	0.000000e+00	1.000000e-01 ***
0.000000e+00	3.717759e-10	0.000000e+00	1.000000e-01 ***
0.000000e+00	5.995204e-16	0.000000e+00	1.000000e-01 ***
***** Phase 1 path constraints *****
LOWER		G(X)		UPPER		SCALING
***** Phase 1 event constraints *****
LOWER		G(X)		UPPER		SCALING
1.000000e-01	1.000000e-01	1.000000e-01	1.000000e-01
0.000000e+00	0.000000e+00	0.000000e+00	1.000000e-01
2.049927e+08	2.049927e+08	2.049927e+08	2.049927e+07 ***
***** Phase 1 tf >= t0 constraint *****
LOWER		G(X)		UPPER		SCALING
-7.071068e-01	-7.071068e-01	0.000000e+00	7.071068e-01
***** Phase linkage constraints *****
LOWER		G(X)		UPPER		SCALING
***** Scaled Decision Variables ******************************
J	LOWER		X(J)		UPPER		SCALING		DESCRIPTION
1	-1.000000e+00	-1.000000e+00	1.000000e+00	2.500000e-01	CONTROL 1 PHASE 1
2	-1.000000e+00	-1.000000e+00	1.000000e+00	2.500000e-01	CONTROL 1 PHASE 1
3	-1.000000e+00	-1.000000e+00	1.000000e+00	2.500000e-01	CONTROL 1 PHASE 1
4	-1.000000e+00	-1.000000e+00	1.000000e+00	2.500000e-01	CONTROL 1 PHASE 1
5	-1.000000e+00	-1.000000e+00	1.000000e+00	2.500000e-01	CONTROL 1 PHASE 1
6	-1.000000e+00	-1.000000e+00	1.000000e+00	2.500000e-01	CONTROL 1 PHASE 1
7	-1.000000e+00	-1.000000e+00	1.000000e+00	2.500000e-01	CONTROL 1 PHASE 1
8	-1.000000e+00	-1.000000e+00	1.000000e+00	2.500000e-01	CONTROL 1 PHASE 1
9	-1.000000e+00	-1.000000e+00	1.000000e+00	2.500000e-01	CONTROL 1 PHASE 1
10	-1.000000e+00	-1.000000e+00	1.000000e+00	2.500000e-01	CONTROL 1 PHASE 1
11	-1.000000e+00	-1.000000e+00	1.000000e+00	2.500000e-01	CONTROL 1 PHASE 1
12	-1.000000e+00	-1.000000e+00	1.000000e+00	2.500000e-01	CONTROL 1 PHASE 1
13	-1.000000e+00	-9.826464e-01	1.000000e+00	2.500000e-01	CONTROL 1 PHASE 1
14	-1.000000e+00	-8.378331e-01	1.000000e+00	2.500000e-01	CONTROL 1 PHASE 1
15	-1.000000e+00	-6.768815e-01	1.000000e+00	2.500000e-01	CONTROL 1 PHASE 1
16	-1.000000e+00	-5.096566e-01	1.000000e+00	2.500000e-01	CONTROL 1 PHASE 1
17	-1.000000e+00	-3.329346e-01	1.000000e+00	2.500000e-01	CONTROL 1 PHASE 1
18	-1.000000e+00	-1.568052e-01	1.000000e+00	2.500000e-01	CONTROL 1 PHASE 1
19	-1.000000e+00	2.281516e-02	1.000000e+00	2.500000e-01	CONTROL 1 PHASE 1
20	-1.000000e+00	1.968681e-01	1.000000e+00	2.500000e-01	CONTROL 1 PHASE 1
21	-1.000000e+00	3.706708e-01	1.000000e+00	2.500000e-01	CONTROL 1 PHASE 1
22	-1.000000e+00	5.352154e-01	1.000000e+00	2.500000e-01	CONTROL 1 PHASE 1
23	-1.000000e+00	6.959177e-01	1.000000e+00	2.500000e-01	CONTROL 1 PHASE 1
24	-1.000000e+00	8.422374e-01	1.000000e+00	2.500000e-01	CONTROL 1 PHASE 1
25	-1.000000e+00	9.792260e-01	1.000000e+00	2.500000e-01	CONTROL 1 PHASE 1
26	-1.000000e+00	1.000000e+00	1.000000e+00	2.500000e-01	CONTROL 1 PHASE 1
27	-1.000000e+00	1.000000e+00	1.000000e+00	2.500000e-01	CONTROL 1 PHASE 1
28	-1.000000e+00	1.000000e+00	1.000000e+00	2.500000e-01	CONTROL 1 PHASE 1
29	-1.000000e+00	1.000000e+00	1.000000e+00	2.500000e-01	CONTROL 1 PHASE 1
30	-1.000000e+00	1.000000e+00	1.000000e+00	2.500000e-01	CONTROL 1 PHASE 1
31	-1.000000e+00	1.000000e-01	1.000000e+00	1.000000e-01	STATE 1 PHASE 1
32	-1.000000e+00	9.796280e-02	1.000000e+00	1.000000e-01	STATE 1 PHASE 1
33	-1.000000e+00	9.321109e-02	1.000000e+00	1.000000e-01	STATE 1 PHASE 1
34	-1.000000e+00	8.586477e-02	1.000000e+00	1.000000e-01	STATE 1 PHASE 1
35	-1.000000e+00	7.608307e-02	1.000000e+00	1.000000e-01	STATE 1 PHASE 1
36	-1.000000e+00	6.410403e-02	1.000000e+00	1.000000e-01	STATE 1 PHASE 1
37	-1.000000e+00	5.020377e-02	1.000000e+00	1.000000e-01	STATE 1 PHASE 1
38	-1.000000e+00	3.474395e-02	1.000000e+00	1.000000e-01	STATE 1 PHASE 1
39	-1.000000e+00	1.806626e-02	1.000000e+00	1.000000e-01	STATE 1 PHASE 1
40	-1.000000e+00	5.905903e-04	1.000000e+00	1.000000e-01	STATE 1 PHASE 1
41	-1.000000e+00	-1.739500e-02	1.000000e+00	1.000000e-01	STATE 1 PHASE 1
42	-1.000000e+00	-3.548279e-02	1.000000e+00	1.000000e-01	STATE 1 PHASE 1
43	-1.000000e+00	-5.350619e-02	1.000000e+00	1.000000e-01	STATE 1 PHASE 1
44	-1.000000e+00	-6.961282e-02	1.000000e+00	1.000000e-01	STATE 1 PHASE 1
45	-1.000000e+00	-8.193696e-02	1.000000e+00	1.000000e-01	STATE 1 PHASE 1
46	-1.000000e+00	-9.058978e-02	1.000000e+00	1.000000e-01	STATE 1 PHASE 1
47	-1.000000e+00	-9.522703e-02	1.000000e+00	1.000000e-01	STATE 1 PHASE 1
48	-1.000000e+00	-9.610887e-02	1.000000e+00	1.000000e-01	STATE 1 PHASE 1
