 5.00000000e-01 8.41470985e-01 1.00000000e+00 5.40302306e-01 1.00000000e+00
 1.00000000e+00 9.97494987e-01 1.00000000e+00 7.07372017e-02 1.00000000e+00
 1.50000000e+00 9.09297427e-01 1.00000000e+00 -4.16146837e-01 1.00000000e+00
 2.00000000e+00 5.98472144e-01 1.00000000e+00 -8.01143616e-01 1.00000000e+00
 2.50000000e+00 1.41120008e-01 1.00000000e+00 -9.89992497e-01 1.00000000e+00
 3.00000000e+00 -3.50783228e-01 1.00000000e+00 -9.36456687e-01 1.00000000e+00
 3.50000000e+00 -7.56802495e-01 1.00000000e+00 -6.53643621e-01 1.00000000e+00
 4.00000000e+00 -9.77530118e-01 1.00000000e+00 -2.10795799e-01 1.00000000e+00
 4.50000000e+00 -9.58924275e-01 1.00000000e+00 2.83662185e-01 1.00000000e+00
 5.00000000e+00 -7.05540326e-01 1.00000000e+00 7.08669774e-01 1.00000000e+00
 5.50000000e+00 -2.79415498e-01 1.00000000e+00 9.60170287e-01 1.00000000e+00
 6.00000000e+00 2.15119988e-01 1.00000000e+00 9.76587626e-01 1.00000000e+00
 6.50000000e+00 6.56986599e-01 1.00000000e+00 7.53902254e-01 1.00000000e+00
 7.00000000e+00 9.37999977e-01 1.00000000e+00 3.46635318e-01 1.00000000e+00
 7.50000000e+00 9.89358247e-01 1.00000000e+00 -1.45500034e-01 1.00000000e+00
 8.00000000e+00 7.98487113e-01 1.00000000e+00 -6.02011903e-01 1.00000000e+00
 8.50000000e+00 4.12118485e-01 1.00000000e+00 -9.11130262e-01 1.00000000e+00
 9.00000000e+00 -7.51511205e-02 1.00000000e+00 -9.97172156e-01 1.00000000e+00
 9.50000000e+00 -5.44021111e-01 1.00000000e+00 -8.39071529e-01 1.00000000e+00
 1.00000000e+01 -8.79695760e-01 1.00000000e+00 -4.75536928e-01 1.00000000e+00
